src_n,ra_deg,dec_deg,spin period,perr,est. period,sep,name,mean I,stdev I,max I,min I,I range,mean V,stdev V,max V,min V,V range,est. period method,references,best period,trusted new period,Raj superorbital,Raj superorbital err,best superorbital,other period,type,interesting flag,interesting note,type note,aperiodic,redder when brighter,I V-I corr,I V-I slope,I V-I int,V-I transition,mean abs I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,faint slope,faint int,bright slope,bright int,0.95 slope,0.95 int,5 bright slope,5 bright int,X-ray behavior,follow-up note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,pf period,pf amp,pf phase diff,pf phase max,pf phase min,pf diff mean,pf mean,pf skew ,pf kurtosis,pf symm sum,pf mean err,det stdev I,base num,calibration flag,stdev ratio,sig stdev ratio,total days,# dips/flares,days / dip/flare,loop metric
31,13.35,-72.454445,138.0,1.0,103.6,1.16293976801767,SXP 138,16.0632821685173,0.14025190573691,16.374,15.71,0.663999999999998,16.1681139240506,0.0604254928475363,16.287,16.008,0.27899999999999997,X-ray,Galache 2008: 103,,,2700.0,304.0,,,3,,,,,yes,-0.992658014250603,-1.64529195726369,16.239717349898502,,0.0141540458306203,0.0158824307851514,0.010572099436281,-0.0071936288801727095,0.557377049180328,-1.63452968874281,16.238434810182,-1.73827548073713,16.2593490059676,0.234830313416711,15.6730679011936,-1.84831725395569,16.2715032998963,,,-0.0350789314175237,-0.48812286195559895,-0.00130557140869867,-0.41047558667208894,101.11913415866199,1.0,0.199999999999999,101.11913415866199,0.00969703905410668,0.625,0.34375,0.71875,0.00431276951289461,16.061335835007903,-0.726807712545124,0.0979497393474928,0.0020901959906772,0.0013277909943842198,0.0135085342056952,-0.038000000000002,0.0,0.0963162256849118,0.0735497350071286,6640.84271,0.0,0.0,0.673229567144715
32,14.023825,-72.3665,140.1,0.88,197.0,0.0,SXP 140,15.732638935108199,0.299538868138435,16.171,15.236,0.934999999999999,15.843076190476198,0.15741729167668,16.045,15.558,0.487000000000002,,,,,492.0,2.4,,,5+6,1.0,gradual transition to quiescence,,,yes,-0.9535305675696859,-2.19770218826712,15.9137967523096,,0.0688429286308919,0.0186130560501689,0.0606735767649407,0.23197569870322,0.571428571428571,-1.57560238129656,15.9413369800711,-3.96106143797107,16.1831879463619,-0.39655272520687695,15.4489112612813,-0.254997040219474,15.4175174065996,,,0.0145885865121613,-1.60853553458515,-0.729787130842429,-0.885008747019398,185.985225143144,1.0,0.635,185.985225143144,0.0190389705610166,0.625,0.28125,0.65625,0.0054296494176167,15.7286693457723,-1.22114242729214,0.9054583457569321,0.00404104211846322,0.0027830115600268102,0.0318516648197601,0.0180000000000007,0.0,0.10633566527680001,0.0519181793607157,6628.85075,0.0,0.0,1.69139964726845
34,14.45975,-72.13239,152.34,1.0,0.0,0.690086673577844,,15.472590443685998,0.0915189838984039,15.852,15.339,0.513,15.7092406015038,0.0396304641641221,15.89,15.633,0.257000000000001,,,,,,,,,2,,,re-classified but still ambiguous,,check,-0.899647343492226,-1.34922046007759,15.7928942359244,,0.027795330831527,0.0178476325369884,0.0198216622005054,0.209252034442149,0.588709677419355,-1.80622785033371,15.911912781212699,-0.9454296197755779,15.687701258949199,-0.336720681654594,15.471831505514698,-0.336720681654567,15.471831505514698,,,1.7212007155517701,2.91245054870293,1.74679138226456,5.2327764523042,72.4946924373764,1.0,0.0999999999999996,72.4946924373764,0.0144657013131475,0.75,0.78125,0.03125,0.00818740710329824,15.471906068608902,0.37955292130118706,-0.0160023161088962,0.00411586775420401,0.0012804265194681,0.0129004287712077,0.299,0.0,0.140959047201929,0.130913342135268,6640.80597,1.0,6640.80597,1.06034355353254
35,16.930262,-71.99825,153.99,0.55,0.0,0.0,,16.4718123993559,0.244447820501033,16.948,15.842,1.1059999999999999,16.411847457627097,0.242659859142997,16.83,15.852,0.977999999999998,,,,,,,,,3,,,,,check,-0.44719767996792303,-2.57128924760235,16.2852831181549,,0.196300726480926,0.0805938252284559,0.140424258662955,0.0298950394160463,0.482758620689655,-0.869072875054155,16.5436722652317,-1.34296433739458,16.0249075692398,-1.20366869462756,15.8633404423967,-1.49833751752883,15.8591732695053,,,-1.00157305608065,0.142835406094566,-1.03253309961144,-0.0356122904970406,51.37417340972771,1.0,0.23774999999999802,51.37417340972771,0.0303219290702401,0.5625,0.46875,0.90625,0.0192414650655999,16.4676512295928,0.644186252849196,-0.923014545109143,0.0129557551251531,0.0033023123321037602,0.0315196620145571,-0.342000000000002,0.0,0.128942291037624,0.105006925284985,6622.86754,0.0,0.0,1.63505002473634
36,13.229781,-71.96826,169.3,0.51,68.54,0.0,,15.375165991902799,0.0340892807107125,15.472,15.28,0.192,15.5708907563025,0.024681088570836,15.669,15.515,0.154,X-ray,,,,,,,,5,,,clarify if 5 or 6,,check,-0.562807542948774,-0.592637188692348,15.497272996910699,,0.0177443228255474,0.0126984912285128,0.011722259745649,0.102694680828485,0.6,-0.238880166565419,15.4508105687441,-0.132255891700476,15.392224661207699,38.8766600809454,7.65899621648899,0.158845221865391,15.3036074092914,,,0.0830461458820701,-0.559589994148847,0.657991134878888,1.18963590077376,68.6166117783446,1.0,0.0489999999999995,68.6166117783446,0.0207569616558416,0.875,0.46875,0.59375,0.00646022883263675,15.3744130704931,-1.30736180706088,1.41495733199106,0.0038951826460554705,0.00156004627691144,0.015881113706331,0.0049999999999990104,0.0,0.46586825463115106,0.44560673310449295,6640.838879999999,0.0,0.0,0.916407480144931
37,12.96625,-73.175835,172.0,0.87,67.88,0.927392555801464,SXP 172,14.3471194285714,0.0809580139487785,14.749,14.203,0.546000000000001,14.4525302013423,0.0218071341836048,14.569,14.402,0.167000000000002,X-ray,Galache 2008: 70,,,,,,,2,,,,,check,-0.93363604290696,-0.982098574149311,14.4504431066133,,0.0163754595746742,0.0142571616935548,0.0102989707965827,0.0799766856374826,0.578947368421053,-0.704142998847578,14.4342549480087,-0.427437135271379,14.3422255652536,26.516643432895002,7.106499267859009,-0.176228227302598,14.2756719584348,,,0.643525913603922,0.341967687680802,1.7808839829160699,6.568828148481869,68.5923322367331,1.0,0.130749999999999,68.5923322367331,0.007220214912170059,0.8125,0.34375,0.53125,0.00309996537549995,14.346375927009001,-0.530734266873495,0.0515519080556626,0.0016018240275505401,0.0007349868973524611,0.00793495932046769,0.206000000000001,0.0,0.0980132655611843,0.0871530211708191,8261.18118,3.0,2753.72706,0.816529206421163
38,15.467725,-72.39261,175.4,0.52,0.0,0.736404318329286,,14.7867623820755,0.0126021121689251,14.832,14.713,0.119,15.001732954545501,0.0338847016352073,15.331,14.957,0.37399999999999906,,,,,,,,,5,,,clarify if 6 or 7,,check,-0.476030195605719,-0.183210343546214,14.8184597464107,,0.0195026830357703,0.0134460107121922,0.0123919611221826,0.552700792991416,0.60377358490566,-0.351150215841671,14.888181765073199,-0.0160425479153019,14.764835378968,27.574110277140697,7.35414759940591,-0.744454392560214,14.9080926991202,,,0.534988107552819,-0.769641529234472,5.18934677123636,48.0993157273634,87.32023199350891,1.0,0.0569999999999986,87.32023199350891,0.00395669801577014,0.5,0.21875,0.71875,0.00217826390801057,14.789484615333901,0.299300352475379,-1.37132592549086,0.00100901294292959,0.000673068529347648,0.007153411838199341,-0.0120000000000005,1.0,0.5676359440632951,0.494245896540209,8105.88842,0.0,0.0,1.3975947375235
39,14.837658,-72.388115,201.9,0.52,71.98,0.282163886687714,SXP 202A,14.60642476402,0.0815012528918754,14.864,14.508,0.356000000000002,14.7247816091954,0.0538520590087274,14.864,14.668,0.19600000000000198,,Galache 2008: 91,,,1220.0,61.0,,,2,1.0,re-classified as type 5; but point out potential gradual transition to quiescence,,,yes,-0.9643611604893421,-2.2448565481939,14.867091221059198,,0.0171236990752839,0.0190168849850572,0.0121016992029882,0.0332725532872217,0.585714285714286,-1.33846705910204,14.8409162779356,-1.38972364122379,14.7514228651423,-0.45439027102709706,14.594494985678,-0.674247888778972,14.6252588060745,,,1.38164419370424,1.04970593685688,1.34657100265847,0.400811991012676,72.3252359261692,1.0,0.0849999999999991,72.3252359261692,0.00646946786500635,0.75,0.46875,0.71875,0.0028238167022890397,14.6052819514206,-0.0039459824801432895,-1.0456825324851,0.00267099857789813,0.000825142767795491,0.00904716372727154,0.212,0.0,0.111006437401325,0.095458680107899,8105.88318,2.0,4052.94159,0.729758652700269
40,14.870287,-72.6179,202.52,0.51,224.0,0.626239114952758,SXP 202B,15.3321244788565,0.054399220161784,15.461,15.201,0.26,15.554018633540402,0.0725978005629647,16.126,15.179,0.947000000000001,,,,,3000.0,,,,3,,,,,check,-0.132815058709362,-0.117824127889759,15.3456047235605,,0.0430228170907402,0.0221386503012184,0.0211539629140764,-0.0524174373621653,0.578947368421053,-0.0923172325979666,15.3724448253405,-0.901539895366984,15.472261659365802,-0.0245241607935534,15.2256419954004,-0.024524160793573,15.225641995400501,,,0.146557701724943,-0.190669363936915,2.04942538199584,25.9015909639966,225.80789517821097,1.0,0.0515000000000008,225.80789517821097,0.0350938779688672,0.8125,0.78125,0.96875,0.0168181513164128,15.331605272107,-0.258093989837845,-0.897678694521112,0.010243783644229999,0.0052240040185742,0.0099153584321805,-0.00400000000000134,0.0,0.18227023113000698,0.149548515440406,8105.88318,0.0,0.0,0.72290419834713
41,12.546372999999999,-73.006966,214.03,0.53,29.91,1.58148285439478,,15.280439804772199,0.208181844107535,15.773,15.049,0.724,15.2730060240964,0.22088498061775402,15.7,14.998,0.702,,,,,,,,,2,,,,,check,0.0082073092641569,0.0432043659222829,15.3332955148399,,0.191650836463682,0.0559348417321202,0.0738977351039576,0.289684366725468,0.592920353982301,-2.03060706097862,15.5085427442134,0.0659558049271998,15.1980111753201,-0.465027669076023,15.061786471589501,-0.513976300772169,15.0503422421061,,,1.04455636508259,-0.510885868174125,0.48532640922778497,-1.27723080311149,29.9001762852107,1.0,0.324,29.9001762852107,0.0212962066368192,0.75,0.15625,0.40625,0.0137568614811359,15.278958485963301,0.736429856813839,0.712457286252324,0.0019538132874072603,0.00195485176547447,0.0221848315979423,0.527999999999999,0.0,0.106564679994298,0.0977998919162999,8261.19559,1.0,8261.19559,1.4029609455865801
42,11.847077,-73.207756,263.0,0.5,49.06,3.54315356546568,SXP 264,16.0217402985075,0.00834881454989299,16.047,15.994,0.0530000000000008,16.102512195122003,0.0105092803383592,16.154,16.09,0.0640000000000001,,,,,2000.0,,,,6,,,clarify if 6 or 7,,check,-0.683127355324436,-0.341354190724148,16.0486770873283,,0.00366259234463255,0.00255723637948115,0.00302681342764983,0.040345888474457,0.523809523809524,-0.326126588220683,16.050395843484,-0.153923431987122,16.029226673155502,93.58179905568291,8.002244652628091,0.047244145459544,16.003033873864698,,,-0.320837655995087,0.356228722118264,2.99440419651155,11.859673536977,51.7324669542189,2.0,0.0100000000000016,51.7324669542189,0.00733434470498651,0.5625,0.59375,0.03125,0.00392365907076231,16.0203378669933,0.234517456571319,-0.605233315959519,0.000821578537568765,0.00165378509396042,0.00747004439280525,-0.00399999999999601,0.0,0.8947431216927672,0.77082859303377,1249.9453800000001,0.0,0.0,0.768542175326797
44,14.455669,-72.0432,280.4,0.5,64.8,1.17304945811952,SXP 280,15.3888935729095,0.0657703361579758,15.516,15.249,0.266999999999999,15.5925746268657,0.0630430292364551,15.707,15.439,0.268000000000001,X-ray,Galache 2008: 64.8,,,2000.0,,,,3,,,,,check,-0.33075958694705,-0.653296526115892,15.528495957691698,,0.0493504149098143,0.0283991002840359,0.0260837597153855,-0.036522974763177694,0.633333333333333,0.204256203977841,15.402205903723099,0.260060612342056,15.2463770387743,41.4511526233605,7.627494184697309,0.139994240940509,15.2400759281911,,,-0.16737658564151,-1.08648011624569,-0.344749318560835,-0.21724655911434,63.5696330442878,1.0,0.113,63.5696330442878,0.0088430332477234,0.375,0.90625,0.53125,0.00449947522296379,15.387103085433301,0.12032382716744099,-1.28893290046553,0.00019807818949958898,0.00137500503848805,0.013865756109907,-0.0180000000000007,0.0,0.21082081862258398,0.169129804830255,6640.80597,0.0,0.0,0.793412528530367
45,14.553073999999999,-72.513435,291.33,0.52,59.77,0.417096985777954,,14.5494003202562,0.0468343745427284,14.69,14.401,0.289,14.8785268817204,0.0290548577908081,14.928,14.802,0.126000000000001,,,,,,,,,5,,,,,check,-0.802122187689969,-1.36325466117376,14.9872322314745,,0.0224918565220165,0.0175441902479078,0.014345481306808999,0.0940594096011514,0.558823529411765,-0.789426234116566,14.833606579734699,-0.919141152489639,14.825840987832999,21.179103129458,7.23030566924737,0.41810254158390203,14.345996898036802,,,0.251502526180646,-0.307464004453186,-0.125947632849293,-0.692345369554127,59.7110006364427,1.0,0.0620000000000012,59.7110006364427,0.0647481590507759,0.6875,0.46875,0.78125,0.0252786906446367,14.545489814113902,-0.428066301894754,-1.39344813153423,0.007931101851778059,0.00147870199179958,0.0258840935101499,0.0210000000000008,0.0,0.5526729835269829,0.484397384953219,6745.73998,0.0,0.0,0.815814162143816
46,12.700255,-73.30488,292.7,0.9,0.0,0.697361919618457,,15.2732168468981,0.301305212664671,15.953,14.896,1.057,15.3992903225806,0.213635051121388,15.831,15.133,0.698,,,,,,,,,2,,,,,yes,-0.867852085516745,-2.51979839842934,15.601404906182001,,0.126072746883588,0.0246219751140691,0.0855557178326426,0.879193830487077,0.645454545454546,-1.76235660874538,15.6964145101175,-0.472124073454285,15.1802607918768,0.264891359083074,14.9028146272732,-0.840901687923631,15.104903718547302,,,0.873410421387265,-0.707463666439441,0.494713829755484,-1.22990855370719,127.475837404429,1.0,0.505000000000001,127.475837404429,0.0116894072624731,0.6875,0.34375,0.65625,0.0059391087042658395,15.269985459423498,-0.12144854920223801,-1.55692294796808,0.00670011890948936,0.00196094185511751,0.0237756597141609,0.651999999999999,0.0,0.0789088894410245,0.0422400836654099,8261.19757,4.0,2065.2993925,2.7762240831434704
47,15.261470000000001,-72.11614,304.5,1.2,344.0,0.830084458767351,SXP 304,15.562677400468399,0.00887867902628557,15.616,15.488,0.128,15.751447368421099,0.0174551264802984,15.783,15.706,0.077,,,395.0,,,,,,6,1.0,running Swift and curious if this has features of 6,re-classified as type 7 3/23/21,,check,-0.318413699370549,-0.119469549006276,15.5858108733428,,0.009848562316565591,0.00434531083126548,0.0042466615222389,-0.0821333188242677,0.533333333333333,-0.232569346492617,15.616143989911,-0.798978396358535,15.710568576716401,32.9169471496798,7.75963315889217,-0.555974344404811,15.650742723069902,,,-0.128624372657263,-1.01209550278523,-0.989074562458994,0.274004814514373,353.619919770421,1.0,0.0359999999999996,353.619919770421,0.0294160830999104,0.4375,0.15625,0.71875,0.0165078647899004,15.558088773865599,0.24831726475148802,-1.34130132074793,0.00420276131828347,0.00183903591581691,0.00737773377637485,-0.00300000000000189,1.0,0.8309494863518398,0.739843510343489,8099.83925,0.0,0.0,0.64277331186533
48,13.064167,-73.32083,305.69,1.0,1163.0,0.0,,16.022022272986902,0.123976504588948,16.156,15.492,0.663999999999998,15.899253333333302,0.0512213740108127,16.008,15.741,0.266999999999999,,,,,,,,,1,,,,,yes,-0.970898100779043,-1.39503534788846,15.8607423831267,,0.0225514594458392,0.0114649371325925,0.0231357741553581,0.10666983815422099,0.595238095238095,-0.889459244685197,15.943190233471801,-1.90502748628838,15.867217149792,86.2980858493026,7.82516201862064,-1.35653250723365,15.796086856547001,,,-1.51915337678549,1.41604336017385,-1.07006859740939,0.618508350576642,1170.5403291633,1.0,0.131,1170.5403291633,0.310298299691752,0.75,0.53125,0.78125,0.0759666069146381,16.0269271983951,-1.1981218102992,-0.258373572145393,0.0165262589814729,0.00456475527926071,0.0113143129244555,-0.498999999999999,0.0,0.0912617512646354,0.0723719334734954,8261.18118,5.0,1652.236236,1.11306146143454
49,12.685833,-73.26806,323.2,0.6,116.6,0.467101140647593,,15.231857718894,0.0421981818722312,15.43,15.135,0.295,15.450168831168801,0.214071835412358,18.028,15.342,2.686,X-ray,,,,,,,,6,,,re-classified as type 7 3/23/21,,check,0.111554868773898,0.0230161724227906,15.232701803956099,,0.0336909740551302,0.0231928671432279,0.0179232880540026,-0.0039851488803534,0.553191489361702,0.0164106778193799,15.277235070519199,-0.12259054926574199,15.2348691195583,-1.15359967270907,15.398022528668498,-0.20456813646949998,15.2041477273361,,,0.19934104814691198,-0.618192718277208,11.331459548006599,133.547612048011,105.000179482309,1.0,0.0670000000000002,105.000179482309,0.0109304865507713,0.25,0.71875,0.46875,0.005950669827380129,15.231853838910801,-0.122608204652607,-0.963400656588366,0.00344284353749735,0.0035013011038117,0.0365014403189058,0.0230000000000015,0.0,0.8650003080565379,0.865000308056538,8105.93195,0.0,0.0,0.671533129721006
50,13.21725,-72.287445,325.4,0.55,45.9,0.37582958020135604,SXP 327,16.5631834203655,0.237612701662673,16.943,16.137,0.806000000000001,16.5448734177215,0.211211925912844,16.78,16.06,0.720000000000002,,,,,1274.0,143.0,,,6+?,1.0,transition out of approximate quiescence,,,check,-0.307608999903636,-1.78834006311992,16.4921696455897,,0.168789730120576,0.0513186181229943,0.0480034332340475,0.0013408421048036199,0.571428571428571,-2.21247155163314,16.5821324514043,1.54069953751479,16.3957409999556,0.095467316419275,16.1974361390462,0.17934564841684,16.2001299915818,,,-0.42065887690163595,-1.39983778846714,-0.910812627934561,-0.47695638077436997,45.948523327052605,1.0,0.490499999999997,45.948523327052605,0.146157061179945,0.5,0.03125,0.53125,0.042606149353533,16.5424516103266,-1.14590052358717,0.434481897862092,0.0393987506145034,0.00510502027422068,0.0667213895843178,-0.237000000000002,0.0,0.28079891822887,0.19363207548979,6640.84271,0.0,0.0,0.732939591252942
51,13.516110999999999,-72.442345,341.9,0.57,0.0,0.61530807969217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,
52,15.808084,-72.154,345.2,0.9,94.4,0.0462537897178492,,15.254062593144601,0.36996042880811797,15.706,14.638,1.068,15.1738214285714,0.262609542255558,15.44,14.763,0.677,,,,,,,,,1+?,1.0,many features of other sources,,,yes,-0.978554990758034,-2.88353992047158,15.021954470486401,,0.0645795298821943,0.0225841739215613,0.061092360861367996,0.4985841137473,0.625,-1.88163454236279,15.2119824478653,-2.05267118414985,14.9198231596576,-0.332613758906009,14.739575489594701,0.242658663199999,14.6569173098996,,,-0.47493942616007,-1.42497669116439,-0.57094980937847,-1.48386285954399,100.615278437486,1.0,0.72575,100.615278437486,0.0151144128084741,0.4375,0.40625,0.96875,0.00722204309845698,15.250325398187,-0.0244983792383894,-1.3147132843645,0.00582363531146919,0.0027776560646197,0.0266247363221073,-0.471999999999998,0.0,0.0719664435677156,0.0493134748896357,8099.83925,0.0,0.0,1.99172334688962
53,15.336185,-72.188614,455.0,0.52,74.96,0.0229839534120399,SXP 455,15.558355992844401,0.20838471610448397,15.942,15.124,0.818,15.580646666666699,0.0918571453701647,15.754,15.417,0.337,,,,,1886.0,145.0,,,3,,,,,yes,-0.974208887662126,-1.71042639575227,15.600742872763501,,0.0332394143202418,0.0205894816312368,0.0312930866373847,0.203538897357638,0.615384615384615,-1.50291952324432,15.635572561243,-1.25115499997543,15.5421228757389,-0.52325065030632,15.402223276343602,-0.275933789457597,15.350532204067099,,,0.286248543364205,-1.25097439124081,0.34359659573006196,-1.2943054371076101,74.01692364344491,1.0,0.36200000000000004,74.01692364344491,0.0143636925194706,0.5625,0.96875,0.40625,0.00533738991838828,15.555936904714,-0.790794114317112,-0.460049174178756,0.00339573486750996,0.0013373255682461401,0.0146137614325025,0.0360000000000014,0.0,0.0701287585082544,0.0567190875081919,8099.83925,0.0,0.0,1.2282047609918
54,13.733069,-72.75302,499.2,0.51,265.3,0.453018502846776,,14.766749719416401,0.0337951541467789,14.848,14.695,0.153,15.007457516339901,0.016932772465663,15.037,14.959,0.0780000000000012,X-ray,,,,,,,,3,,,re-classified as type 5 3/23/21,,check,-0.923793774098187,-0.78599757623601,14.957127608347198,,0.0110713141433541,0.008356608699415659,0.0114638597595305,0.303628395160055,0.550724637681159,-0.543373863597126,14.9109953415664,-1.21606833577146,15.071303511543501,-0.085422295260948,14.722966938678802,-0.447917196952235,14.830943369294697,,,0.1049243641866,-0.744587545403418,-0.607570943034847,-0.112791005817041,271.317163068335,1.0,0.0489999999999995,271.317163068335,0.0258998973964317,0.75,0.84375,0.09375,0.0115306019102864,14.7670418618578,-0.43531780302239,-1.0986928568276,0.0103524414935105,0.00312402888668006,0.00627591810910706,0.0149999999999988,0.0,0.18570467475453797,0.166984851774821,8105.89119,0.0,0.0,1.12616523657623
55,15.697975,-72.0808,522.5,0.84,0.0,1.08255262931511,,16.143480893592,0.168626705133937,16.323,15.53,0.793000000000001,15.9215561797753,0.080297408489471,16.006,15.627,0.379,,,,,3000.0,,,,1,1.0,goes from approximately quiescent to type 1,add best period since auto det pd not present in q,,yes,-0.978498619761051,-1.7648393488332599,15.761786897940599,,0.0271286307926153,0.0198994725529001,0.0431495035816356,0.117643052888903,0.578947368421053,-1.51310460142408,15.824538409570598,-1.90052820386239,15.7294058584778,0.0177970103864848,15.565505009216302,-0.995588645523322,15.6535064973017,,,-2.20614242053058,3.7806075539671906,-1.95525954679278,3.3371427139789396,129.599094644357,1.0,0.053999999999998494,129.599094644357,0.0158764218525072,0.5,0.96875,0.46875,0.00887525293732172,16.1424854088182,0.38767057465039106,-0.418142034946,0.0029085498645683,0.0015775678027721,0.017090561533572,-0.572000000000005,0.0,0.10135145272510199,0.089648934374953,8099.83925,3.0,2699.94641666667,1.28452575996882
56,14.400832999999999,-72.32611,565.0,0.7,151.0,0.667688423767984,SXP 564,15.7989226485149,0.0250572281999541,15.895,15.636,0.259,16.0287278911565,0.041435230634445,16.129,15.93,0.19900000000000198,X-ray,Galache 2008: 151,,,,,,,5,,,,,check,-0.134870990777436,-0.0718194090093701,15.8080446371949,,0.0164743775698969,0.0110213927362007,0.0110438096947673,-0.00211114565023107,0.601941747572816,0.014588044016763,15.811970011359,-0.0224908725636042,15.7860058601474,-0.0553306388128565,15.7667460469805,-0.00527468028308461,15.757330208476601,,,0.054376335410497904,0.605789257334999,-0.0132557531850758,-0.145211025316055,153.506822883865,1.0,0.0359999999999996,153.506822883865,0.0105907864407406,0.625,0.21875,0.59375,0.0048962961946206205,15.797579821551599,-0.272249570093376,-0.994370493627931,0.0008882294470404471,0.00167009170067109,0.0171055736713003,0.009999999999998009,0.0,0.6826602501601371,0.62108205140892,8098.82464,0.0,0.0,0.823633891124787
57,13.897454,-72.485176,644.6,0.53,0.0,0.819180763860744,SXP 645,14.6671300722624,0.173403249120361,15.406,14.454,0.952,14.746,0.0793513769612162,14.903,14.631,0.272,,,,,2857.0,81.0,,,2,,,,,check,-0.66873745697943,-1.31783414500521,14.780704287091599,,0.0637777560138725,0.0457141893884373,0.0326310198156156,0.10761215234792,0.61,-0.733339045739566,14.8102259551914,-0.606184462645469,14.648289879832099,-0.164555834386973,14.506309795704698,-0.142491510943301,14.510160308943501,,,1.97255179682404,4.25200588791564,0.575697132182703,-0.92910229761456,70.9614794414155,1.0,0.163,70.9614794414155,0.00713841426617812,0.25,0.90625,0.65625,0.00301989460688679,14.666152330829501,-0.0556923139689994,-0.654486987283284,0.0011342409473968,0.000943041306344366,0.010639749111188,0.596999999999998,0.0,0.06135841839850901,0.0476303415761068,8105.89119,1.0,8105.89119,0.744865455264159
58,13.826359,-72.64776,701.6,0.53,412.0,0.723621307813435,SXP 701,15.704044493882101,0.0268939171773069,15.816,15.623,0.193000000000001,16.0340705128205,0.0348553994970075,16.131,15.938,0.193,,,,,,,,,6,,,find reference for est. period and clarify if 6 or 7,,check,-0.205374676736852,-0.153242519666128,15.758910085555902,,0.0179938374804722,0.0117990522225053,0.00998751659153119,0.0031297523345956697,0.574074074074074,-0.0274252016829771,15.7464866739121,-0.0174622714866032,15.702092870423,25.5145800889365,7.831037980380549,0.351948207622615,15.5546164097456,,,0.31850367223106,-0.12717679431006199,0.203564786007108,0.210311626139525,411.76120978879,1.0,0.038000000000000304,411.76120978879,0.0131363211951481,0.4375,0.59375,0.15625,0.00545659060525705,15.7041400480502,-0.33565023368207997,-0.839283724016607,0.00355780777638312,0.00250834851456063,0.0244455749113452,0.020999999999999,0.0,0.908962972934727,0.891563549730556,8105.89119,0.0,0.0,0.762120897824376
59,16.480871,-72.06368,726.0,0.52,0.0,1.68146974163751,,15.4725093632959,0.0204975921905985,15.54,15.380999999999998,0.159000000000001,15.6624970760234,0.0280507839940069,15.729000000000001,15.595999999999998,0.132999999999999,,,,,,,,,6,,,re-classified as type 7 3/23/21,,check,-0.158342136620812,-0.111506085324001,15.497449436078501,,0.0148705388044219,0.0111035351758605,0.00950353348900554,0.00872835836300967,0.581818181818182,-0.0876315707610548,15.5048984675836,-0.0832523341351786,15.4715213468359,0.234519534294675,15.372053940132101,0.0989024444097153,15.407600144494698,,,-0.0375790687567283,0.202598696434236,0.226011325274617,-0.693383091839767,3.26237891752606,1.0,0.032,3.26237891752606,0.0134164162077521,0.625,0.53125,0.90625,0.00652700864305322,15.471318398805002,-0.0405607139308853,-1.57755882623956,0.00439271348366052,0.00171001869753254,0.0177509177624168,0.0069999999999996705,1.0,0.866000142717177,0.841374343936796,8099.83163,0.0,0.0,0.782006709580773
60,12.425474000000001,-73.38738,755.5,0.52,390.0,0.531412116773328,SXP 755,14.6137513227513,0.0911203241229308,14.773,14.05,0.722999999999999,14.908733333333302,0.0723044181837382,15.129,14.628,0.500999999999999,X-ray,Galache 2008: 390,393.0,,,,,,4,,"phase tab manually updated with 393; pdgram with detrending gives 392, though",,,yes,-0.790382132775974,-2.17864657557961,15.257632933838199,,0.0395260348093408,0.0376486872994174,0.0432429112338824,0.260481736945179,0.5,-1.63323509242823,15.107219090334699,-0.99316328257437,14.7578168104701,18.838571016451898,7.12489605861318,0.22479929978426397,14.2489163838345,,,-1.46894355042299,4.79397340207074,-0.7991838656673,1.8472179280333,350.69156602615897,1.0,0.0990000000000002,393.0,0.147380148669589,0.9375,0.53125,0.59375,0.0143311540772152,14.603475331094598,-3.53728032199062,10.701833747576801,0.00144267265939847,0.00200119496195453,0.0524451592919751,-0.350999999999999,0.0,0.5755594023263261,0.194758570788146,8261.188470000001,0.0,0.0,1.04996860680646
61,12.373937,-73.18304,894.0,0.57,91.5,0.278196891414998,,15.9433861111111,0.0220055126019946,16.001,15.87,0.131000000000002,16.2797575757576,0.0306268156449097,16.355,16.187,0.167999999999999,,,,,,,,,5,,,clarify if 6 or 7,,check,0.0111001829053252,0.014329620728473,15.9392684500471,,0.0202506653203849,0.0116529868155939,0.007856938777919709,0.040295357602528094,0.558139534883721,-0.182669231198039,16.0231072459875,0.0233541473000155,15.913519010954001,25.3707464062845,7.937078150531559,1.10700126790895,15.529587677327699,,,-0.0747363797795196,-0.358669184358091,-0.10941437358770299,-0.139365770447998,90.8689821909223,2.0,0.032,90.8689821909223,0.00917978359838223,0.25,0.65625,0.40625,0.0050934953901276,15.942366626487802,0.173753566559246,-0.377961173785334,0.00267501981518389,0.00145135893413744,0.0121448323069567,-0.0130000000000017,0.0,0.551899541111161,0.496977697143026,4488.34912,0.0,0.0,0.748461172162369
