src_n,ra_deg,dec_deg,spin period,perr,est. period,sep,name,mean I,stdev I,max I,min I,I range,mean V,stdev V,max V,min V,V range,est. period method,references,best period,trusted new period,Raj superorbital,Raj superorbital err,best superorbital,other period,type,interesting flag,interesting note,type note,aperiodic,redder when brighter,I V-I corr,I V-I slope,I V-I int,V-I transition,mean abs I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,faint slope,faint int,bright slope,bright int,0.95 slope,0.95 int,5 bright slope,5 bright int,X-ray behavior,follow-up note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,pf period,pf amp,pf phase diff,pf phase max,pf phase min,pf diff mean,pf mean,pf skew ,pf kurtosis,pf symm sum,pf mean err,det stdev I,base num,calibration flag,stdev ratio,sig stdev ratio,total days,# dips/flares,days / dip/flare,loop metric
104,13.423982,-72.88615,0.0,0.75,0.0,2.45824085047769,,14.8471639433551,0.338537000141232,15.484,14.399000000000001,1.085,14.924085889570598,0.222992046373141,15.308,13.735,1.573,,,,,,,,,2,,,,,yes,-0.87555285653273,-1.75964844154741,15.0035522046656,,0.104052085196124,0.0367959238218928,0.0855900288006116,0.795052467133222,0.654867256637168,-1.8538824509104,15.1020960374132,-0.305666597963229,14.6561288667015,-0.583838900818301,14.591880640157301,-0.46699422697221,14.543199317655699,,,0.602051947079873,-1.12554331270982,-0.379810915281239,3.31510517009052,127.083537160998,2.0,0.590250000000001,127.083537160998,0.0183680392912873,0.625,0.96875,0.34375,0.00674252842023526,14.8450772573854,-0.677408948819808,-0.781338854024021,0.0035063672794016,0.00200660381151958,0.024361493854224,0.529999999999998,0.0,0.0719610968492684,0.0402086393892729,8261.1792,2.0,4130.5896,2.50891433701177
105,13.46875,-72.44417,0.0,0.9,0.0,1.49310214410232,,13.328054,0.0072335618704296,13.439,13.301,0.138,13.9997124183007,0.0155069763775548,14.027999999999999,13.978,0.0500000000000007,,,,,,,,,6,,,,YES,check,-0.169385300517294,-0.0590393245492398,13.3676527183291,,0.007723522124632641,0.0042511911313925,0.00242303602469487,-0.240886324579937,0.609195402298851,-0.502959494434446,13.6895310410741,-0.625017911909954,13.7306699186416,-0.132421421918214,13.388139627230899,0.154244374921391,13.188230252033,,,4.49726200597428,65.38295869437991,0.364965760770649,-1.54896695268374,35.7218515018429,2.0,0.00799999999999912,35.7218515018429,0.0035018139763956,0.5,0.28125,0.78125,0.0017214114801716901,13.327510893240099,0.0269425816175866,-0.280879486017679,0.000529567142964688,0.000625914840048683,0.00652259957275362,0.0249999999999986,1.0,0.9017133867918721,0.859419733549424,6640.84271,0.0,0.0,0.551244152409776
106,13.53615,-72.53543,0.0,1.44,0.0,0.0,,16.9913912037037,0.043594694890837,17.094,16.898,0.19600000000000198,17.0228701298701,0.0469330417347591,17.209,16.942,0.266999999999999,,,,,,,,,3,,,re-classified as type 5 3/23/21,,check,-0.72135262346909,-0.40559138369087,17.006479869706197,,0.0207128499942939,0.0128292921287401,0.014239396716699,-0.0148479859763313,0.588235294117647,-0.707861789699287,17.0173015872734,-0.152478311256415,16.970894469535,0.00338439276189201,16.919204683113502,0.00549716792877926,16.923835406303102,,,-0.0180260666407071,-1.19017814908595,1.99046135349047,4.53327130795534,9.37906472606268,2.0,0.0779999999999994,9.37906472606268,0.00693189766324665,0.6875,0.46875,0.78125,0.0034729295928079803,16.990340644032,0.0434608338917224,-0.749256483654891,0.00245042849934001,0.00132732701864397,0.0140168954981929,0.000999999999997669,0.0,0.321527551306227,0.28748748502674,8261.13336,0.0,0.0,0.813160587057111
107,13.538656,-72.695335,0.0,1.44,0.0,1.08595485088682,,12.609495412844,0.154801181979534,13.053,12.323,0.73,13.667597402597401,0.309054791079765,14.256,12.968,1.288,,,,,,,,,,,,more I band?,,check,-0.0573331423848449,-0.0119673526816409,12.525404008911801,,0.0377711608947584,0.0465518231278048,0.009167244546257,0.194199203841405,0.635036496350365,-0.355946509618305,13.059204218519499,0.0024602073432394,12.489256613564999,0.0895737312705668,12.2242529132638,-0.284872538835509,12.688260744726698,,,0.633764311951313,-0.0333137339628711,-0.10032751648893799,-0.365948533495145,78.8622729533563,2.0,0.181000000000001,,,,,,,,,,,,0.0996948444932985,0.173000000000002,0.0,0.644018625816946,0.555823012072961,1249.94556,0.0,0.0,0.488707934428574
111,13.782148000000001,-72.37787,0.0,0.89,0.0,0.773306977460948,,14.574342657342699,0.0164763466379212,14.620999999999999,14.414000000000001,0.207000000000001,14.4101496062992,0.0117962216960218,14.435,14.362,0.0730000000000004,,,96.1,,,,,,5,,,review periodicity/peaks,,check,-0.449901317630147,-0.539929743295915,14.486585682987199,,0.0075858171604954,0.00673519606506746,5.3290705182007506e-15,-0.877951493068697,0.0,-0.33716184025234,14.521084928777402,-3.07626545586456,14.078795207242598,-53.14622146184179,7.24920052608338,-1.35873317063868,14.332099321462,,,-2.98202848288518,18.6781897399079,-0.600499897648855,1.41333393936298,2.04577730994865,2.0,0.0149999999999988,96.1,0.0123368589743578,0.875,0.40625,0.53125,0.00409798492651337,14.574376374047802,-1.09345563988539,-0.0207077631910306,0.0036174204162074492,0.00158906223337998,0.0130703530600844,-0.100999999999999,0.0,0.7932798057308579,0.52163359083942,6640.80597,0.0,0.0,-1.03703788236654
114,14.022836999999999,-72.00308,0.0,1.97,0.0,1.1271267307354,,16.884309007981802,0.0136844116775683,16.9475,16.7745,0.173000000000002,16.7668314606742,0.0179857846208673,16.822,16.744,0.0779999999999994,,,,,,,,,6,,,,YES,check,-0.604290322484329,-0.425424693196586,16.8343007470744,,0.0117922315229085,0.00684265409057955,0.00490634951960652,0.293561169365066,0.582089552238806,-0.816965937118191,16.8255884919011,-0.702951130983834,16.7941907929261,1.70152985338039,17.0293722145962,-0.316412922052191,16.8269932262742,,,1.82284881337003,3.03019493974044,1.09192624931652,0.161522915671873,2.95835033129828,2.0,0.0179999999999971,2.95835033129828,0.00919870541507351,0.5625,0.78125,0.21875,0.00310303736031603,16.8910518564612,-0.823541238283353,0.403915420241512,0.00127452177092837,0.00156176060155255,0.0119807789304869,0.0150000000000006,1.0,0.875505590797592,0.747620563327747,6613.89351,0.0,0.0,1.07915627853808
115,14.057791,-72.4999,0.0,0.96,72.231,1.0725090925936,,14.441986448334301,0.0400989014098196,14.706,14.346,0.359999999999999,14.589331125827801,0.0295766423534637,14.665999999999999,14.544,0.122,,,,,,,,,2,,,,,check,-0.363441588480236,-0.344072976316801,14.4842218419189,,0.0187415467909741,0.0163859391085028,0.00796286689902257,-0.271090455847442,0.569230769230769,0.0551684042311877,14.4376661818194,-0.233261023485705,14.446471450978802,-0.589231320792456,14.491817333749099,0.221929320457265,14.3240023784936,,,1.64703103018968,7.41940006530858,0.471521390064142,-1.0176594383895101,72.29669846946979,2.0,0.0510000000000002,72.29669846946979,0.0220738850062734,0.375,0.28125,0.90625,0.00559129925868696,14.4388602318079,-1.5759268562795001,1.41747945649092,0.00316072200670777,0.000868387185032971,0.0112791413747258,0.178999999999999,0.0,0.281283052107849,0.2030025485707,8105.89119,2.0,4052.945595,0.360649751605967
116,14.061033,-72.632164,0.0,0.75,0.0,0.895847717646341,,14.3416311852704,0.107153961992229,14.663,14.176,0.48700000000000004,14.615053691275198,0.10184484746992901,14.972999999999999,14.520999999999999,0.452,,,,,,,,,2,,re-classified as (borderline) type 2 4/15/21; to do: check if 2 or 3 in separate code,,,check,-0.42306364559266,-0.955045667174062,14.601078729061001,,0.0674383391999153,0.0501202571818993,0.0375789408447522,-0.261691098352211,0.595419847328244,0.296715757477305,14.486000735957901,-0.807771899618935,14.523250159237499,-0.444166271113619,14.359404398983,-0.720537989208868,14.4609735814984,,,0.912951881370452,0.297779180655594,2.2131361777916,4.60384739760525,77.10390124966679,2.0,0.11800000000000001,77.10390124966679,0.00554077225132232,0.1875,0.09375,0.90625,0.00257918209221797,14.3403194996629,-0.392865147148684,-1.1871715197327,0.00142536890855942,0.0006974144116426129,0.007676588439850271,0.188999999999998,0.0,0.0716407335494229,0.0532010323700564,8105.89119,3.0,2701.96373,0.341744406609151
119,14.348582,-72.39883,0.0,0.78,0.0,1.70693793258097,,14.856838235294099,0.0693909950628775,15.743,14.517000000000001,1.226,14.7532173913043,0.0378727348546236,14.815,14.627,0.187999999999999,,,,,,,,,5,1.0,re-classified as (borderline) type 6; difference apparent from low base num,,,yes,-0.956260291703436,-1.8045257121434999,14.672539740039001,,0.0171394378988878,0.0164537748775775,0.0163116790760309,-0.196205241779225,0.466666666666667,-1.59390739359675,14.6973062017764,-1.36052483904458,14.664931870120899,-1.49242440539988,14.6558786492359,-1.0765701989471999,14.6395847513418,,,-0.511227981013232,22.1069651316449,-1.4581069443804,1.74208633984947,74.9492543538075,2.0,0.0649999999999995,74.9492543538075,0.0353423786352742,0.5,0.71875,0.21875,0.0212635039259528,14.8539762267917,0.184940346135385,-0.712556917091083,0.0034174383167588,0.0024470231608197802,0.0315008346861318,-0.273999999999999,0.0,0.453961420463676,0.431761233946308,6640.80597,0.0,0.0,0.429686721163632
121,15.126078,-72.34253,0.0,0.97,0.0,0.950553401074245,,14.4726385542169,0.0212219642489665,14.591,14.413,0.177999999999999,14.6674967320261,0.0589784633544072,14.904,14.575,0.329000000000001,,,,,,,,,3,,,re-classified as type 5 3/23/21,,check,0.11779854679896301,0.0359162841697078,14.464842827455199,,0.0132473258955945,0.00556915069910879,0.00699569584257544,-0.0773827427225107,0.580357142857143,-0.0634746688658764,14.507240855365401,0.0614834149673042,14.4512839653265,37.4107214097157,7.21951014531044,-0.348704857111591,14.511379286913302,,,0.279790395134401,0.301688129627229,2.12852298254059,4.72722858919563,93.53848373603408,2.0,0.0310000000000006,93.53848373603408,0.00317796104135937,0.875,0.46875,0.59375,0.00199916152633683,14.4723036576641,0.639468909331714,-1.00495924887215,0.0017582597852915198,0.000652323100623795,0.00687516470851114,0.0159999999999982,0.0,0.32396457876635804,0.309854210168853,8100.81286,0.0,0.0,0.7362961328351
123,15.232704,-72.38897,0.0,1.04,0.0,1.46254811450314,,15.767279110591,0.0920887513762984,16.096,15.588,0.508000000000001,15.7897236842105,0.0441315612936599,15.881,15.686,0.195,,,,,,,,,3,,,,,yes,-0.909443283110544,-1.48499527065009,15.7894251792915,,0.030210495427652997,0.0310802597072352,0.0289257605851062,0.0142401797525377,0.549295774647887,-1.44709872558831,15.7928529234219,-1.33603788014519,15.780554236679802,0.0898219267096711,15.603152785534,0.10327743292447,15.6005267771753,,,0.15377457492247001,-0.531890140521024,0.049060591667181,-0.280825499211345,7.891788598160759,2.0,0.140000000000001,7.891788598160759,0.00606850295886829,0.5625,0.28125,0.71875,0.0033197347234930103,15.7663967942418,0.295876002563305,-0.959788557793804,0.000735464000382079,0.00108299949880296,0.0116158572440457,0.0280000000000005,0.0,0.126137634297812,0.115914628620642,8105.88842,0.0,0.0,0.734526314754011
124,15.448232,-71.930756,0.0,0.85,0.0,1.61676226036508,,14.335502793296099,0.0453138187639096,14.440999999999999,14.25,0.191000000000001,14.439189473684198,0.0136299165822385,14.472000000000001,14.411,0.0609999999999999,,,,,,,,,3,,,,,check,-0.828569247670743,-1.13268282085354,14.457362325532598,,0.010668535193174,0.00599998870000218,0.0077406959180778,0.44186854540710396,0.577464788732394,-0.903009099932339,14.4430334959737,-0.502628408341833,14.3625663164609,-0.274714880909611,14.3032325120538,-0.10716171000187401,14.281742462353302,,,0.370546346786948,-0.81458277388252,0.0800399910665877,-0.578017259446219,105.153270910477,2.0,0.0700000000000003,105.153270910477,0.00929610471534126,0.3125,0.78125,0.46875,0.00359503534102579,14.3345807880756,-0.669465045609194,-0.265505406183005,0.000662668297290685,0.0011369590174718802,0.008025380506088921,0.0220000000000002,0.0,0.17710669118182504,0.152105625251182,2849.04405,0.0,0.0,1.28794357866012
125,15.482444000000001,-72.54349,0.0,0.58,36.41,0.456118647161722,,13.917345345345302,0.229581505185804,14.44,13.506,0.933999999999999,13.956275862068999,0.179824645725951,14.297,13.658,0.639000000000001,,,,,,,,,2,,,,,yes,-0.874425156322334,-2.8318663901141,14.0290971819276,,0.0867253408665783,0.0227882246127096,0.06348366898392,0.80152731343953,0.625,-1.66467380260237,14.1857542192115,-1.02123281159675,13.855042076185601,44.5773487597408,6.75325242180504,-2.05343204682166,13.8499849829024,,,0.84169673142086,-0.43559320079737107,0.639085174592802,-0.968536051886725,35.789299931021105,1.0,0.299,35.789299931021105,0.0200177418079015,0.3125,0.15625,0.84375,0.0103381886461154,13.914004482609998,0.0588417791962603,-1.31713657334592,0.00354113735407654,0.0025419487211069303,0.0268148944460684,0.315,0.0,0.11679901838942401,0.0942028015028415,8105.890420000001,3.0,2701.96347333333,2.34740870409375
126,15.482882,-72.174416,0.0,0.86,0.0,1.24987564525598,,15.0855338434373,0.286820307235615,15.288,14.386,0.902000000000001,15.024338983050802,0.0762164499132825,15.091,14.549000000000001,0.542,,,,,,,,,1,,,,,yes,-0.965985310384742,-2.19918267846461,14.7994683320184,,0.0197519662672943,0.0150315641629579,0.0505135464046903,0.352322821730935,0.5,-1.65975470350507,14.908949986071699,3.32106160092102,14.604198108060201,-273.61564448796,16.4634939719905,4.39897881388103,14.519829453682801,,,-1.4467522192523101,0.355912473723159,-3.97239377046727,17.5526384263327,46.048187954696296,2.0,0.153,46.048187954696296,0.0042592642230392394,0.5,0.71875,0.21875,0.0019117327525544103,15.0849803264374,-0.25469086284947,-0.0419256392193299,0.0007351600522082741,0.000701328187690426,0.00735186481847555,-0.783,0.0,0.0256323022917488,0.0221987423676542,8099.83925,1.0,8099.83925,1.61757360214458
128,15.882195999999999,-73.02901,0.0,1.01,0.0,1.58843541489102,,15.331383283132501,0.372073676460083,15.671,14.66,1.011,15.180875,0.269962071575408,15.412,14.696,0.716000000000001,,,,,,,,,1,,,,,yes,-0.9455689321438241,-2.86432252784941,14.921227098646,,0.0852048659101619,0.0253911141738507,0.0827564118999681,0.87484795723758,0.628571428571429,-1.94331787830113,15.150366558924599,-0.44404158524945797,14.7886014294873,-0.11612529789727499,14.6985017799507,-0.124360015055704,14.6878540282531,,,-0.674991325302326,-1.29911572927925,-0.819107280557339,-1.10668436933272,92.7387250693536,2.0,0.706499999999998,92.7387250693536,0.0203773706466688,0.4375,0.90625,0.46875,0.00756430369257943,15.32742534198,-1.02055786589639,0.890508701999843,0.000990211181270898,0.0024195837825839697,0.0275586081221933,-0.861000000000001,0.0,0.0740676104377673,0.0348902157439119,6622.88076,5.0,1324.576152,2.69232100097248
129,15.890089999999999,-72.07152,0.0,1.65,0.0,0.0,,19.180063995215303,0.0886130375630105,19.941,18.535,1.406,19.015597560975603,0.0664907585282417,19.234,18.849,0.385000000000002,,,,,,,,,6,,,,YES,check,-0.562090789270746,-0.466462047025961,19.104155557274602,,0.0389679657426571,0.028152714035424,0.0340189446221183,-0.179108097455119,0.5,-0.14964463609429,19.186274509443102,-0.338979669267449,19.0716855069592,-3821.5438518775604,9.49074174183389,-0.020018541319455,19.0333113233416,,,0.872272547538548,8.28442678842427,0.389712806613465,1.19963080780088,8.61201402576263,2.0,0.0932499999999976,8.61201402576263,0.0392343040319361,0.5,0.28125,0.78125,0.0144875124362058,19.173248118757698,-0.544458817606285,-0.629928764937977,0.0115662277918211,0.00828012046231131,0.0859911572374144,0.156000000000006,0.0,0.9704120251635459,0.8695911433168722,8105.88083,0.0,0.0,0.588058180438814
132,16.122578,-72.52682,0.0,1.29,29.75,2.27828036327792,,15.823756783919599,0.265438033995063,16.07,15.126,0.944000000000001,15.6819775280899,0.161823456135652,15.866,15.287,0.578999999999999,,,,,,,,,1,,,,,yes,-0.964734596638914,-2.29524242423402,15.491045010852302,,0.056721709713237,0.0356264577053056,0.0271448992979339,0.262338686626346,0.666666666666667,-1.31659212182723,15.689282292971198,0.843996196044034,15.184063661397,0.050245123982384,15.226836121896902,-0.297025711829804,15.2475595562107,,,-1.43437250415903,0.602913602147075,-1.5319294720696899,0.828748888709859,28.5263707415408,2.0,0.2235,28.5263707415408,0.0133643622806705,0.4375,0.28125,0.84375,0.007749294376672929,15.820927424207301,0.22418802623760398,-1.2724423868522,0.00279380789693308,0.0024316527034382,0.0277729089533006,-0.712000000000002,0.0,0.10463048017382902,0.0776232703937286,4246.70425,2.0,2123.352125,1.05906333888242
133,16.147781,-72.363106,0.0,0.76,0.0,1.22561643576777,,15.0024123957092,0.0287990098633892,15.105,14.934000000000001,0.171000000000001,15.204146892655402,0.0185478737403487,15.27,15.161,0.109,,,,,,,,,5,,re-classified 4/15/21,,,check,-0.758292739506481,-1.02736124503401,15.2096803565558,,0.0142435303869847,0.0121337375087082,0.0102679164851091,-0.44770781313784,0.577586206896552,-0.44423997034498,15.1149079594803,-0.674429703742373,15.128096533639601,29.725881579795104,7.4673957230833,-0.263573871211388,15.009450355199801,,,0.281914759819198,-0.141823134204045,0.704484830874619,0.974512186153841,4.063649341678049,2.0,0.040750000000001,4.063649341678049,0.00737520056243746,0.5625,0.96875,0.40625,0.00331340080275389,15.0019335808344,-0.367255412326767,-1.23011318398576,0.0026645207319424898,0.0011553468546094,0.0121011185499762,0.0300000000000011,0.0,0.420192173528847,0.385033792760229,8105.88083,0.0,0.0,0.287965409996497
136,16.637384,-73.26193,0.0,0.57,0.0,0.789509249673899,,15.0347536813922,0.208789924325467,15.408,14.697,0.711,14.9201506849315,0.17802529227981,15.192,14.714,0.478,,,,,,,,,3,,,,,yes,-0.9106565350482859,-4.99767325498561,14.7147055701721,,0.0689514608034631,0.0214902547482306,0.0322926782292999,0.00432713166010218,0.534883720930233,-1.70939906705273,15.0639882589447,-2.2700175209789197,14.7438843294312,-0.155304018142591,14.744482098499901,0.0489602627028919,14.7344455658044,,,-0.0988289984813618,-1.40845049501883,0.273955168250313,-1.73410951092369,120.604870485495,2.0,0.38700000000000095,120.604870485495,0.0579915602667516,0.5,0.28125,0.78125,0.0238019485068579,15.0316437945175,-0.279717453862791,-0.151036584353833,0.0147913138953277,0.0045986697231958605,0.0375177930298782,-0.040000000000000896,0.0,0.17969158785361,0.133813798819611,2764.6641,0.0,0.0,0.908091967257031
138,17.08409,-72.22975,0.0,0.71,0.0,2.45132544337387,,14.6840859247136,0.009529005504904441,14.812000000000001,14.645,0.167,14.6483732394366,0.0365705201746444,14.720999999999998,14.277999999999999,0.443,,,,,,,,,6,,,,YES,check,-0.115620935169521,-0.0200701905576818,14.683291548951301,,0.0144458755818856,0.005999163166011121,0.00536094830149041,-0.081614872992504,0.587301587301587,-0.128664020049269,14.8147353825026,-0.0752833060402027,14.680176061254,-0.0807804228570943,14.670152216534701,0.036046108838261696,14.6676327172718,,,2.83488622431655,29.8944282192904,-7.292278002798151,71.45614939074541,2.1403740000148,2.0,0.00975000000000037,2.1403740000148,0.00677384588211716,0.375,0.09375,0.71875,0.00297217623285662,14.6835929391687,-0.309660266934265,-0.683899458896641,0.0009474908422027241,0.0008897285175978961,0.00828788601453217,0.0240000000000009,1.0,0.8697535131306741,0.802095010136966,8105.87323,0.0,0.0,0.708848066892385
139,18.764706,-73.47206,0.0,1.03,0.0,1.80427352588201,,16.6433685446009,0.0112729999802511,16.687,16.5945,0.0924999999999976,16.460789473684198,0.00893472791308636,16.486,16.44,0.0459999999999994,,,,,,,,,6,,,,YES,check,-0.701460032510419,-0.467006359936426,16.5577370764444,,0.007123814634321529,0.0045972446483373295,0.00414166556836618,0.103402767165552,0.543478260869565,-0.508064699828,16.5597574008732,-0.51288578609846,16.5395733037169,-57.972837991579105,8.30159903954287,-0.492083459760484,16.5355747600895,,,0.107101276775041,-0.592761244805248,0.388651117700842,-0.0706425284355663,84.1599738567352,2.0,0.0300000000000011,84.1599738567352,0.00563782631624932,0.5,0.09375,0.59375,0.00254882462820016,16.642566292384,-0.334528187900493,-0.918306894001689,2.34092244382517e-05,0.00116271695475521,0.0105676271027818,0.0019999999999953397,1.0,0.937428113305684,0.839024294484435,6625.8528,0.0,0.0,0.847834003651056
141,19.91226,-73.50316,0.0,0.72,0.0,0.175074518382204,,15.6196864139021,0.016848233117387,15.683,15.565,0.117999999999999,15.8079787234043,0.0197817768727343,15.857000000000001,15.77,0.0869999999999997,,,,,,,,,6,,,be careful of calibration and re-classified as type 7,,check,-0.260365763374817,-0.253849299260048,15.6680279390263,,0.015201692645583,0.011485024023521,0.00852253138345012,-0.00915394298644012,0.604166666666667,-0.23957816931551396,15.682339702063,-0.250177639498433,15.6501800889676,34.1557721041853,7.781586797081539,-0.535214487574783,15.691196013088401,,,0.271742125108863,-0.12852079530802699,0.279669268080163,-0.49435262537324803,5.18371422547842,2.0,0.0239999999999991,5.18371422547842,0.0216838828072845,0.5625,0.46875,0.90625,0.0105471947622022,15.6189908486042,-0.0281370409587549,-1.2468235039148101,0.00299869755255143,0.00145520573413371,0.0146677737879712,0.0069999999999996705,1.0,0.87058231482056,0.825060782640422,6639.81475,0.0,0.0,0.772256417859081
142,20.864399,-73.356514,0.0,1.11,119.8,1.36454755475816,,15.3957674050633,0.0562384841734471,15.527,15.046,0.48100000000000004,15.413223404255302,0.0873698611863966,15.562,15.205,0.356999999999999,,,,,,,,,+,,,different sources?,,check,-0.39587280551306603,-0.262714314983443,15.3891477558638,,,0.0335602489793627,0.0292567789718625,-0.193912714821715,0.521739130434783,-0.0624743186966483,15.4063749631932,-0.240421661010029,15.325306894676599,47.513197426433,7.59062092079732,0.299088516080303,15.192039277339099,,,-0.593290998401608,1.94054603696233,-0.735129449244161,-0.0547845740154727,119.667344376051,1.0,0.0800000000000001,119.667344376051,0.0505376331716665,0.4375,0.09375,0.65625,0.0139175963196648,15.384697994607999,-1.19631463564606,-0.00175590922999191,0.00534384365892418,0.0026757010944849897,0.0330278486306001,-0.112000000000002,0.0,0.5872819852103011,0.281789799059786,6639.81475,0.0,0.0,0.442177466120586
