src_n,ra_deg,dec_deg,spin period,perr,X-ray period,X-ray period error,est. period,Coe est. period,Coe eccentricity,Coe eccentricity err,sep,name,est. period method,best period,best superorbital,other period,period shape,big dip,orbital cont,superorbital cont,mult superorbital,Type II amp,note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,aperiodic quiescence,abs mean I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,bright - faint slope,best 2-200d period,2-200d period above FAL?,Haberl nearby period above FAL?,Coe nearby period above FAL?,# 2-200d peaks above FAL,best near Coe,est. skew,est. kurtosis,est. range,near est. skew,near est. kurtosis,near est. range,Coe skew,Coe kurtosis,Coe range,near Coe skew,near Coe kurtosis,near Coe range,2-200d skew,2-200d kurtosis,2-200d range,X-ray skew,X-ray kurtosis,X-ray range,exclude from color-mag,exclude OII from color-mag,V IQR,IQR V-I,stdev I,stdev V,stdev I/stdev V,median I,median V,median V-I,mean of V-I,90% I,90% V,90% V-I,75% I,75% V,75% V-I,25% I,25% V,25% V-I,10% I,10% V,10% V-I,I V-I corr,loop metric,sig stdev ratio,base num,type,number switch,stdev V-I
58,13.826359,-72.64776,701.6,0.53,,,412.0,412.0,,,0.723621307813435,SXP 701,,,,,,,,,,,,0.31850367223106,-0.12717679431006200,0.203564786007108,0.210311626139525,380.096037743359,1.0,0.038000000000000300,NO,0.0179938374804722,0.011799052222505300,0.00998751659153119,0.00312975233459567,0.32407407407407400,0.009962930196373940,2.15177640996158,yes,no,no,15,380.096037743359,0.637280157213318,-0.668708861825626,0.00946300673757783,-0.245063446398677,-1.3418710888003,0.0053101960283346,0.637280157213318,-0.668708861825626,0.00946300673757783,-0.245063446398677,-1.3418710888003,0.0053101960283346,0.0165175472793346,-1.54902091215162,0.0210132488836194,,,,no,no,0.04400000000000050,0.006000000000000230,0.026893917177306900,0.034855399497007500,0.7715853946707980,15.701,16.035,0.33400000000000000,0.32495777557952800,15.741,16.075500000000000,0.33449999999999800,15.722,16.055,0.3330000000000000,15.684,16.011,0.32700000000000000,15.671,15.989,0.40449999999999900,-0.20537467673685200,0.44619978190326000,0.908962972934729,0.020999999999999,6,1.0,0.031172240637183000
59,16.480871,-72.06368,726.0,0.52,,,0.0,,,,1.68146974163751,,,,,,,,,,,,,-0.0375790687567283,0.202598696434236,0.226011325274617,-0.693383091839767,3.26235263789222,1.0,0.02800000000000050,NO,0.0148705388044219,0.009561753851449200,0.0071132518808741500,0.006571773266594640,0.36,0.013470722858044500,3.26235263789222,yes,no,no,7,3.26235263789222,,,,-0.071474882877165,-1.42134966781115,0.0142274247580563,,,,-0.071474882877165,-1.42134966781115,0.0142274247580563,-0.071474882877165,-1.42134966781115,0.0142274247580563,,,,calib,no,0.038000000000000300,0.009999999999999790,0.020497592190598500,0.02677477061922250,0.76555622014863,15.479,15.656,0.17700000000000100,0.176287452943778,15.508,15.695,0.18700000000000100,15.494,15.6795,0.1855000000000010,15.466,15.6415,0.17550000000000100,15.455100000000000,15.629000000000000,0.23990000000000200,-0.14718412005667200,0.49208495728453600,0.859233465142392,0.0069999999999996700,6,1.0,0.02299706853094170
60,12.425474000000000,-73.38738,755.5,0.52,389.9,7,390.0,394.0,,,0.531412116773328,SXP 756,,,,,,,,,,,,-1.46894355042299,4.79397340207074,-0.7991838656673,1.8472179280333,392.327847451688,1.0,0.0990000000000002,NO,0.0395260348093408,0.03764868729941740,0.04324291123388240,0.26048173694517900,0.2857142857142860,0.6400718098538650,98.29372173135020,yes,yes,yes,11,392.327847451688,-2.29714250533901,4.315732411994890,0.0863299162203735,-3.18291620854503,8.825047454547630,0.133712534580454,-2.34088359215999,3.69546648498842,0.0972132233754977,-3.18291620854503,8.825047454547630,0.133712534580454,-1.79705080674555,1.73166946947225,0.0678284624673999,-2.47099243855291,5.20666842293121,0.0906005368169822,no,no,0.08675000000000030,-0.012249999999999900,0.09112032412293080,0.07230441818373820,1.2602317591627400,14.623,14.913,0.2900000000000010,0.2960171502923460,14.723,14.9882,0.2652000000000000,14.671,14.962,0.29100000000000000,14.572,14.87525,0.30325000000000000,14.512,14.8119,0.4762000000000000,-0.7903821327759740,0.7798387366765940,0.308359276907033,-0.350999999999999,4,0.0,0.035111199380241200
61,12.373937,-73.18304,894.0,0.57,,,91.5,,,,0.278196891414998,SXP 893,,,,,,,,,,,,-0.0747363797795196,-0.358669184358091,-0.10941437358770300,-0.139365770447998,90.9426294403146,2.0,0.03200000000000000,YES,0.0202506653203849,0.011652986815593900,0.007856938777919710,0.040295357602528100,0.3488372093023260,0.20602337849805400,3.7430928079869800,yes,no,no,3,3.7430928079869800,0.216894455536121,-0.9663691303922040,0.007576128633902,0.409867169972552,-0.55454534925035,0.00875616770788135,,,,0.261763398550587,-0.675058221522954,0.0105876995670453,0.261763398550587,-0.675058221522954,0.0105876995670453,,,,no,no,0.04949999999999830,0.017499999999998300,0.02200551260199460,0.030626815644909600,0.7185047527346190,15.944,16.28,0.3360000000000000,0.33567897333607500,15.9721,16.314,0.34190000000000100,15.959,16.303,0.3440000000000010,15.927,16.253500000000000,0.3265000000000030,15.915,16.245,0.3990000000000010,0.011100182905325200,0.490412244345998,0.551899541111163,-0.0130000000000017,5,0.0,0.018655567007608200
62,15.527875,-71.68772,967.0,0.83,,,101.94,101.4,,,0.21500342107582400,SXP 967,,,,,,,,,,,,1.14099591898403,1.74448373103705,2.1783352199661400,6.73839679615659,102.16993394229600,1.0,0.11900000000000000,NO,0.0531533902898115,0.07203688931624140,0.03852377346115890,-0.6245475065226490,0.49,-0.7853505973687880,102.182165081675,yes,yes,yes,8,102.16993394229600,-1.12918252336079,-0.321313875870762,0.0201771109734619,-1.07131149532147,-0.208438315404311,0.0225838962381264,-0.515590375826355,-0.675349309521907,0.0181539917132394,-1.07131149532147,-0.208438315404311,0.0225838962381264,-1.14521878549394,0.0985829513568581,0.0235251263274492,,,,no,no,0.07750000000000060,-0.041499999999999200,0.12061247600828500,0.08240343525619030,1.4636826199454400,14.33,14.396,0.06600000000000070,0.08757586720444540,14.492700000000000,14.463000000000000,-0.02970000000000010,14.386,14.428,0.04200000000000160,14.267,14.3505,0.0835000000000008,14.201,14.320600000000000,0.26200000000000000,-0.7709091623384250,-0.4768542318962490,0.122753676417442,0.282,2,3.0,0.05723608087482560
63,21.941542000000000,-73.54903,1062.0,0.6,,,0.0,656.0,,,0.134788935339901,SXP 1062,,656.0,,,,,,,,,,-4.186131954823080,33.056634714664300,-4.73299456187568,25.8216706905067,163.671373734524,1.0,0.03500000000000010,NO,0.0196507625223381,0.014270746635826800,3.5527136788005E-15,-0.2639463623031140,0.0,18.155592579307000,163.671373734524,yes,no,yes,6,661.169388783627,,,,-1.58641306538187,1.16130964067703,0.0543387432637736,-3.57161256851145,10.872909803626300,0.104757122148042,-3.57623274272866,10.8894098052272,0.0981965795800353,-1.58641306538187,1.16130964067703,0.0543387432637736,,,,no,no,0.02674999999999980,-0.008250000000000310,0.04576946281649490,0.053669946320042200,0.8527950175982020,14.175,14.4125,0.23749999999999900,0.23831265736796400,14.209,14.431,0.22200000000000000,14.193,14.422,0.22900000000000100,14.158,14.39525,0.2372500000000010,14.139,14.377,0.2920000000000000,-0.949075347309229,-0.50443122623452,0.669830199162093,-0.167000000000002,4,0.0,0.032605907644225500
64,15.906292,-72.0258,1323.0,1.1,,,0.0,,,,0.387538919345417,SXP 1323,,,,,,,,,,,,0.0783769121308118,-0.114025302789723,0.0561657162031294,-0.623509419822496,26.174153896178700,1.0,0.0389999999999997,NO,0.0237798933054672,0.01758643609099560,0.014462853347601100,-0.2197285532226890,0.323943661971831,-0.2686387473077010,26.174153896178700,yes,no,no,10,26.174153896178700,,,,-0.388819135761433,-1.29163952188694,0.0478712917849862,,,,-0.388819135761433,-1.29163952188694,0.0478712917849862,-0.388819135761433,-1.29163952188694,0.0478712917849862,,,,no,no,0.04899999999999950,0.009999999999999790,0.02984407479612390,0.03415353164324990,0.873821047493996,14.557,14.643,0.0860000000000003,0.08168481553327420,14.596,14.692,0.09600000000000010,14.576,14.668,0.09199999999999880,14.537,14.619,0.08199999999999900,14.519,14.602,0.17300000000000000,-0.4388904144939020,0.18902479552241800,0.869658471863329,0.00799999999999912,6,0.0,0.0319978630178567
65,13.692583000000000,-72.42306,4693.0,1.0,,,0.0,,,,1.03499961959728,SXP 4693,,,,,,,,,,,,-0.143940457011441,-0.905905072267933,-7.884030465149910,67.1503397207925,2.68900780186454,1.0,0.021999999999998500,NO,0.019502606454674000,0.005607197317009330,0.005560043884715020,-0.02962349982231530,0.2,-0.05497929926317170,2.68900780186454,yes,no,no,7,2.68900780186454,,,,0.162161808066491,-0.940816697739781,0.0051056500719735,,,,0.162161808066491,-0.940816697739781,0.0051056500719735,0.162161808066491,-0.940816697739781,0.0051056500719735,,,,calib,yes,0.011749999999999300,-0.010249999999999200,0.016673511006076800,0.010310178439682700,1.6171893729697600,15.347,15.576,0.22900000000000100,0.2268879621423700,15.366,15.591,0.22500000000000000,15.357,15.58275,0.22575000000000100,15.335,15.571000000000000,0.23600000000000100,15.321,15.5657,0.2700000000000000,-0.5798474940564910,0.2587512135069990,0.426339875525589,-0.0199999999999996,5,1.0,0.009504300882064340
67,10.532371000000000,-73.75095,0.0,0.66,,,0.0,,,,1.47104003173179,,,,,,,,,,,,,-0.738502133628385,-0.912022708638812,-2.60823440279327,10.7282906020493,102.86855558721400,2.0,0.2027499999999980,NO,0.0918846751753098,0.01659223668136650,0.012892005324236200,0.35329887578023000,0.22580645161290300,0.7229911376309900,102.86855558721400,yes,no,no,8,102.86855558721400,,,,-0.198642612973214,-1.5263054686736900,0.0203605805335272,,,,-0.198642612973214,-1.5263054686736900,0.0203605805335272,-0.198642612973214,-1.5263054686736900,0.0203605805335272,,,,no,no,0.04899999999999950,-0.15374999999999900,0.11966109571992000,0.12036219692191100,0.9941750714101210,17.005,17.023,0.018000000000000700,-0.011290744034859300,17.07,17.044,-0.0259999999999998,17.051,17.037,-0.013999999999999300,16.84825,16.988,0.13974999999999900,16.75,16.774,0.2940000000000010,-0.32756498369748800,0.6449094398897950,0.15761219225545,-0.221,3,0.0,0.054587915575796600
68,10.816116000000000,-73.410904,0.0,1.52,,,0.0,,,,2.82056688406319,,,,,,,,,,,,,0.23624473427062,2.44976662529216,-0.0843034394367441,3.7955114928106300,5.81563433020564,2.0,0.017000000000003000,YES,0.0160197378291524,0.005422184364429310,0.005316213952926550,0.4262056060662590,0.34615384615384600,0.5246043131555610,5.81563433020564,no,no,no,0,5.81563433020564,,,,1.43713191565524,1.41427220951541,0.00712767584763085,,,,1.43713191565524,1.41427220951541,0.00712767584763085,1.43713191565524,1.41427220951541,0.00712767584763085,,,,calib,no,0.010999999999999200,-0.00600000000000378,0.013991425996260600,0.010880331664176200,1.2859374537568300,16.845,16.749,-0.09600000000000010,-0.09663060761804890,16.863,16.761,-0.10200000000000000,16.854,16.755,-0.0990000000000002,16.837000000000000,16.744,-0.09299999999999640,16.829,16.739000000000000,-0.06800000000000140,-0.6901662108771950,0.9538249623684240,0.91789610606882,0.00700000000000145,6,1.0,0.01474791648141480
69,11.250834,-73.71298,0.0,1.72,,,0.0,,,,1.64945348111386,,,,,,,,,,,,,-0.43121714994696,6.059094832142090,0.0175678089624724,0.564584696298367,10.5640774310983,2.0,0.009000000000000340,YES,0.00542558622404183,0.002996543639549230,0.002793508204965020,0.02466553192271690,0.3918918918918920,0.02259191211398700,10.5640774310983,no,no,no,0,10.5640774310983,,,,0.096036542411431,-1.40611909122126,0.0028922824839341400,,,,0.096036542411431,-1.40611909122126,0.0028922824839341400,0.096036542411431,-1.40611909122126,0.0028922824839341400,,,,calib,no,0.007999999999999120,-0.0010000000000012200,0.007666268281906550,0.006904261258774300,1.1103676402980600,15.546,15.629,0.08300000000000020,0.08264850487172300,15.555,15.637,0.08200000000000070,15.551000000000000,15.633,0.08200000000000070,15.542000000000000,15.625,0.08300000000000200,15.537000000000000,15.620000000000000,0.10000000000000100,-0.6210708660660860,0.5929883947331820,0.871969135487965,-0.00799999999999912,6,1.0,0.008632525764100690
71,12.078058,-73.34998,0.0,0.55,,,0.0,,,,0.0431108040365839,,,,,,,,,,,,,1.1866569669454,10.0445223012226,3.15864741042935,21.5643746599052,26.490890439383900,2.0,0.015999999999998200,YES,0.0173485835583279,7.105427357601E-15,0.006911113928983970,0.6923236251119080,0.32432432432432400,-1.705231017943400,26.490890439383900,no,no,no,0,26.490890439383900,,,,-0.00322252715740187,-0.442800429917515,0.0068021210216002700,,,,-0.00322252715740187,-0.442800429917515,0.0068021210216002700,-0.00322252715740187,-0.442800429917515,0.0068021210216002700,,,,calib,no,0.00999999999999801,-0.006000000000000230,0.014017944399415100,0.018511397089961,0.7572602073896000,16.689,16.567,-0.12200000000000000,-0.12341318426774100,16.705000000000000,16.577200000000000,-0.12780000000000400,16.697,16.571000000000000,-0.12600000000000100,16.681,16.561,-0.120000000000001,16.673000000000000,16.5527,-0.0958000000000041,-0.46661314657089900,1.3146896160832600,0.918011575672965,0.0329999999999977,6,0.0,0.020244034453716600
72,12.142035,-73.04181,0.0,0.69,,,414.91345,,,,0.588422833110332,,,,,,,,,,,,,-0.296248514256903,-0.179276484271948,-0.390153262755839,0.398842136956886,376.313009473299,2.0,0.0810000000000013,NO,0.0380056371891476,0.024698982484309000,0.022545673767377200,0.015288152285290900,0.26153846153846200,0.018297689203059400,84.1478650736914,yes,no,no,7,84.1478650736914,0.708872002215584,1.40715265011583,0.0179417265891235,-0.434090594975148,-0.341768603449667,0.0111057668760139,,,,-1.07902897684728,0.107913344386309,0.0186571269282023,-1.07902897684728,0.107913344386309,0.0186571269282023,,,,no,no,0.06349999999999950,-0.017500000000001800,0.05577543547212920,0.048269219727602,1.155507294024790,14.719,14.905,0.18600000000000000,0.1754031894413410,14.784,14.957600000000000,0.17360000000000000,14.755,14.93,0.17499999999999900,14.674,14.8665,0.19250000000000100,14.637,14.8422,0.32060000000000100,-0.6254613949678100,0.3627560897438290,0.43522115305373300,-0.0699999999999985,5,2.0,0.05048319740711310
73,12.204167,-73.27361,0.0,4.37,,,0.0,,,,1.74384001734721,,,,,,,,,,,,,1.01670244982108,0.520112291425987,1.17265872478312,2.15872944409566,2.16739110604714,2.0,0.0519999999999996,NO,0.0177958185822565,0.013400133691397300,0.01215323200364230,-0.4529984685323790,0.28703703703703700,-0.5138119765353340,2.16739110604714,yes,no,no,3,2.16739110604714,,,,0.0493211394545684,-1.12445068141735,0.00404181181744789,,,,0.0493211394545684,-1.12445068141735,0.00404181181744789,0.0493211394545684,-1.12445068141735,0.00404181181744789,,,,no,no,0.024750000000000900,-0.027249999999998700,0.044759233557362800,0.02588635203063330,1.7290668652112800,14.274,14.501,0.2270000000000000,0.21897761293884400,14.350000000000000,14.5381,0.18810000000000200,14.307,14.51575,0.2087500000000000,14.255,14.491,0.23599999999999900,14.239,14.482300000000000,0.29909999999999900,-0.8124872651805100,-0.08251810185540540,0.148370620294885,0.102,3,1.0,0.04247082008921810
75,12.306787,-73.1938,0.0,0.53,,,80.1,,,,0.707051444753511,,,,,,,,,,,,,-0.287022088150968,-0.348481582747921,-1.02315989707833,0.850715178741491,80.81778447043290,2.0,0.12799999999999700,NO,0.0236945704017723,0.020066543506493000,0.026282422514824700,0.2536231726214140,0.375,0.2944264740406550,20.097988580817100,yes,yes,no,3,20.097988580817100,0.62518462654994,-0.543377886359033,0.0104640126247588,0.213958868983564,0.0967159634314232,0.0119501485392206,,,,-0.181851561038499,-1.04523266261189,0.00814284382759212,-0.181851561038499,-1.04523266261189,0.00814284382759212,,,,no,no,0.038999999999997900,-0.08899999999999860,0.08472090375763400,0.031157660911993400,2.719103465338200,16.238,16.546,0.30800000000000000,0.3089894822326710,16.326,16.5716,0.2456000000000000,16.298,16.56,0.26200000000000000,16.17,16.521,0.3509999999999990,16.121,16.4944,0.45060000000000100,-0.932428467980274,0.912215419263652,0.147169823484026,-0.00599999999999668,3,1.0,0.06997366232350140
76,12.3425,-73.335,0.0,3.4,,,0.0,,,,1.57773405714303,,,,,,,,,,,,,-0.12051146037599,5.124421895993590,2.69644400716622,25.7749265202851,3.41447146249868,2.0,0.01699999999999950,YES,0.00927144977705368,0.004644420275040050,0.0053559890889606400,0.16164722307454500,0.3815789473684210,0.21458036997792300,3.41447146249868,no,no,no,0,3.41447146249868,,,,-0.501836396868916,-0.920171345735306,0.005921646582969230,,,,-0.501836396868916,-0.920171345735306,0.005921646582969230,-0.501836396868916,-0.920171345735306,0.005921646582969230,,,,calib,no,0.00999999999999801,-0.0070000000000014500,0.014268657046933100,0.013969897521758200,1.0213859496613800,16.924,16.855,-0.06899999999999910,-0.0687390136255295,16.941,16.8657,-0.07529999999999860,16.933,16.86,-0.0730000000000004,16.916,16.85,-0.06599999999999900,16.9087,16.8433,-0.04299999999999930,-0.6845528361331350,0.7376472360119370,0.935578543955683,0.00700000000000145,6,0.0,0.019141781743487000
77,12.377575,-73.519264,0.0,0.57,,,0.0,,,,1.28904749676851,,,,,,,,,,,,,1.50519938231525,6.20118101005472,3.03099156913628,12.404027358164300,3.18816360173511,2.0,0.3447500000000010,YES,0.0119769357050542,0.004932732124910540,0.0037956633092690600,-0.4095764624549120,0.0,-0.3343616690173790,3.18816360173511,yes,no,no,2,3.18816360173511,,,,0.150315635652247,-1.35142229435496,0.332220829350813,,,,0.150315635652247,-1.35142229435496,0.332220829350813,0.150315635652247,-1.35142229435496,0.332220829350813,,,,calib,no,0.014000000000001100,-0.3307500000000000,0.6460892537477110,0.03163050566919350,20.426143688779900,19.007,14.65,-4.357000000000000,-4.354584957048960,19.785500000000000,14.676400000000000,-5.1091000000000000,19.1905,14.659,-4.531500000000000,18.84575,14.645,-4.200750000000000,18.583300000000000,14.6292,-3.9069000000000000,-0.3172205594085150,-0.45224907888347300,0.502253110280083,1.641,5,0.0,0.032108907711986900
78,12.423583,-72.81192,0.0,0.6,,,0.0,,,,1.41882266686316,,,,,,,,,,,,,1.42518670571415,11.2671545921206,2.00597823599577,4.13161172989818,7.74127579931535,2.0,0.23600000000000100,YES,0.0,,,,,,7.74127579931535,no,no,no,0,7.74127579931535,,,,0.493150690835663,-0.79120610096257,0.0963397139140625,,,,0.493150690835663,-0.79120610096257,0.0963397139140625,0.493150690835663,-0.79120610096257,0.0963397139140625,,,,calib,no,0.24524999999999500,0.00924999999999443,0.23370842789645100,0.29850037508000300,0.7829418232181880,19.616,17.589,-2.027000000000000,-1.9243809523809500,19.8888,17.9141,-1.9747000000000000,19.741,17.7,-2.0410000000000000,19.505,17.454750000000000,-2.050250000000000,19.409400000000000,17.4023,-1.4953000000000000,,,0.883206097409611,0.663,6,,0.298500375080003
79,12.518333,-73.240555,0.0,1.59,,,0.0,,,,0.813089150203569,,,,,,,,,,,,,-2.42348536616228,19.0264395731676,4.210665539077960,26.3771624281506,14.4188069123242,2.0,0.010999999999999200,YES,0.0181758344567221,0.003454989905562070,0.0064455775770587800,0.38192123778605000,0.46153846153846200,0.44638444537865600,14.4188069123242,no,no,no,0,14.4188069123242,,,,-0.0803173339066359,-0.522732953482644,0.0047455624758328,,,,-0.0803173339066359,-0.522732953482644,0.0047455624758328,-0.0803173339066359,-0.522732953482644,0.0047455624758328,,,,calib,yes,0.007999999999999120,-0.0030000000000001100,0.010548850250252500,0.011196687311956800,0.9421402917081970,15.725,15.689,-0.03599999999999960,-0.03453176334184570,15.7345,15.6982,-0.036300000000000700,15.730000000000000,15.694000000000000,-0.03599999999999960,15.719,15.686,-0.032999999999999500,15.714000000000000,15.679,-0.015799999999998700,-0.5019188267864840,1.123409409911680,0.740625411939497,-0.0319999999999983,5,0.0,0.01253032422500510
80,12.550833,-73.19889,0.0,1.69,,,0.0,,,,0.0,,,,,,,,,,,,,2.21438949013944,3.89443076634512,2.07027804784593,3.16528223714481,96.36748175425080,2.0,0.1257500000000020,NO,0.100853932345737,0.024421631741954200,0.05050795620597020,0.7779199833590020,0.4928571428571430,1.0882284630032500,96.36748175425080,yes,no,no,2,96.36748175425080,,,,0.181813743974838,-1.32730834934625,0.00771159917848863,,,,0.181813743974838,-1.32730834934625,0.00771159917848863,0.181813743974838,-1.32730834934625,0.00771159917848863,,,,no,no,0.06600000000000070,-0.05975000000000110,0.22031571872294600,0.14682643541246500,1.500518064775160,15.115,15.459,0.3439999999999990,0.3233390958593230,15.569400000000000,15.7474,0.17799999999999900,15.207,15.506,0.2990000000000000,15.081250000000000,15.44,0.35875000000000100,15.057,15.4274,0.6904000000000000,-0.7418541628472650,1.9522764382958000,0.045345373744012,0.761000000000001,2,3.0,0.07615477140554500
81,12.647917,-73.23361,0.0,1.14,,,0.0,,,,1.49658203704452,,,,,,,,,,,,,0.594130108663165,0.625987894031264,0.520846122400529,0.0918259831874488,2.16981619025092,2.0,0.038000000000000300,YES,0.0179493917314599,0.015616972280318000,0.008433841292771600,-0.13677848600971600,0.3125,-0.023684834526708200,2.16981619025092,yes,no,no,10,2.16981619025092,,,,0.143518749977131,-1.34501753136569,0.0246019951890109,,,,0.143518749977131,-1.34501753136569,0.0246019951890109,0.143518749977131,-1.34501753136569,0.0246019951890109,,,,calib,no,0.033500000000000100,-0.0045000000000001700,0.02839552248111640,0.026046347867846300,1.0901920923881200,15.962,16.161,0.19900000000000200,0.19782990999691500,15.999500000000000,16.202,0.20250000000000100,15.982000000000000,16.177500000000000,0.1955000000000010,15.944,16.144000000000000,0.20000000000000100,15.931,16.134000000000000,0.27100000000000300,-0.4698083262743090,0.19648242059461000,0.89740866130951,0.0299999999999994,6,0.0,0.025122450130211700
82,12.65,-73.29417,0.0,0.89,,,0.0,,,,0.527455871426326,,,,,,,,,,,,,0.000183385393073678,0.26374078441207,3.48801183106709,17.8264273765809,115.920621031565,2.0,0.02000000000000140,NO,0.0142479733268349,0.005459429425890860,0.00453722106896653,-0.16708535686614200,0.16129032258064500,-0.21413162739890000,115.920621031565,yes,no,no,1,115.920621031565,,,,-0.424477462216243,-1.27097594948391,0.00575124385582981,,,,-0.424477462216243,-1.27097594948391,0.00575124385582981,-0.424477462216243,-1.27097594948391,0.00575124385582981,,,,calib,yes,0.015000000000000600,-0.005000000000000780,0.015207061450756800,0.009452350965527560,1.6088126124618600,15.484,15.7305,0.24649999999999900,0.2529292069491,15.502,15.743,0.24100000000000000,15.493,15.739,0.24600000000000000,15.473000000000000,15.724,0.2510000000000010,15.463000000000000,15.72,0.27999999999999900,-0.9296511171654370,0.04289972548913930,0.447661961255787,-0.00200000000000067,5,0.0,0.01273107260027270
84,12.699167,-73.293335,0.0,0.97,,,0.0,,,,0.552709696779862,,,,,,,,,,,,,-0.778246129338179,0.515769539613903,-0.935977717266337,0.647959853151028,5.61357666055896,2.0,0.06500000000000130,NO,0.0338831902255209,0.01748710029781410,0.02347757237592180,-0.12197193836360500,0.15789473684210500,-0.560025044406393,5.61357666055896,yes,no,no,3,5.61357666055896,,,,-0.0983340439610637,-1.50168974947491,0.0120603455615154,,,,-0.0983340439610637,-1.50168974947491,0.0120603455615154,-0.0983340439610637,-1.50168974947491,0.0120603455615154,,,,no,no,0.04325000000000400,-0.02174999999999730,0.051525214878432100,0.044261874737648800,1.1640992430581600,16.556,16.667,0.11100000000000100,0.11692995200529500,16.602,16.707,0.10500000000000000,16.579,16.687,0.10800000000000100,16.514,16.643750000000000,0.1297499999999980,16.469,16.586,0.23800000000000000,-0.6677604520225900,0.19455709608236400,0.30456281738175,-0.0860000000000021,3,0.0,0.031165005392828300
85,12.738696000000000,-73.168884,0.0,0.51,,,0.0,,,,0.508710265055244,,,,,,,,,,,,,-0.29883221101495,-0.728650718152505,0.912438663389375,1.9978786092042800,117.369917256905,2.0,0.032999999999999500,NO,0.0079093262460287,0.0054790630690806300,0.0047405816615558600,-0.11174064195519800,0.23636363636363600,-0.31331413349527500,117.369917256905,yes,no,no,5,117.369917256905,,,,-0.269053100728279,-0.926613875949669,0.00507967365098949,,,,-0.269053100728279,-0.926613875949669,0.00507967365098949,-0.269053100728279,-0.926613875949669,0.00507967365098949,,,,no,yes,0.009000000000000340,-0.023999999999999100,0.02206041843459090,0.007037911214255510,3.134512181669310,14.379,14.525,0.1460000000000010,0.14926082063284800,14.404,14.533,0.12900000000000000,14.395,14.529,0.13400000000000000,14.362,14.52,0.15799999999999900,14.345000000000000,14.514,0.18799999999999700,-0.9577212677745270,0.21368140632925700,0.270906387613796,-0.0109999999999992,3,0.0,0.019666573623553400
86,12.77375,-73.22,0.0,1.22,,,0.0,,,,0.303481473276306,,,,,,,,,,,,,1.06689747974879,-0.21174732764802200,0.939853132374177,-0.929027110327203,21.0365969086152,2.0,0.23449999999999900,NO,0.0975669178101519,0.03043971878664580,0.01930386261757630,0.14090104893319600,0.4636363636363640,0.8612706002252210,21.0365969086152,yes,no,no,8,21.0365969086152,,,,-0.101475840190711,-1.12541005055226,0.0128363494704686,,,,-0.101475840190711,-1.12541005055226,0.0128363494704686,-0.101475840190711,-1.12541005055226,0.0128363494704686,,,,no,no,0.2860000000000000,0.05150000000000080,0.19181405096468400,0.15634246674998200,1.2268838720027800,15.301,15.563,0.26200000000000000,0.2722925385801760,15.718,15.922600000000000,0.204600000000001,15.471500000000000,15.827,0.35550000000000100,15.237,15.541,0.30400000000000000,15.205000000000000,15.532,0.7175999999999990,-0.816913465563012,0.6486133622277170,0.0803970999191584,0.473999999999998,2,3.0,0.05319784578760090
87,12.820833,-73.26833,0.0,0.98,,,0.0,,,,0.732232311157251,,,,,,,,,,,,,0.940317515159393,-0.11094217527307300,0.43888434481266400,-0.9513839531742440,104.802969113694,2.0,0.4059999999999990,NO,0.140417572410729,0.03930178774155740,0.10286483066967300,0.6596929568026650,0.42735042735042700,0.6089731366095960,104.802969113694,yes,no,no,18,104.802969113694,,,,0.079877480192008,-1.37117015229301,0.0187832324198354,,,,0.079877480192008,-1.37117015229301,0.0187832324198354,0.079877480192008,-1.37117015229301,0.0187832324198354,,,,no,no,0.3225000000000000,-0.08349999999999900,0.27012718788969500,0.18845538797557300,1.4333747142570800,15.165,15.388,0.22300000000000100,0.1940558189583390,15.638,15.7104,0.07240000000000000,15.373,15.5275,0.15450000000000100,14.967,15.205,0.23800000000000000,14.942,15.186400000000000,0.7684000000000000,-0.8150152676339500,2.321212097295970,0.0705607387878065,0.491000000000001,2,1.0,0.10409589143794400
93,13.032346,-72.35717,0.0,2.02,,,0.0,,,,1.70892930542594,,,,,,,,,,,,,0.0562640356896556,2.15462547540203,-0.398235585258954,2.83647141255777,2.49805604285132,2.0,0.007999999999999120,YES,0.00582372082355725,0.001988637985275220,0.0024442743016065100,-0.003777675870727750,0.358695652173913,-0.005575789482017980,2.49805604285132,no,no,no,0,2.49805604285132,,,,0.473356507363673,-0.740358172606082,0.00355850577750516,,,,0.473356507363673,-0.740358172606082,0.00355850577750516,0.473356507363673,-0.740358172606082,0.00355850577750516,,,,calib,no,0.006999999999999670,-0.0009999999999994460,0.006555624107709530,0.005857712146732680,1.1191441203484400,15.329,15.275,-0.05400000000000030,-0.0534900171603856,15.338,15.281400000000000,-0.05659999999999780,15.333,15.279,-0.05400000000000030,15.325000000000000,15.272,-0.053000000000000800,15.322,15.269000000000000,-0.04059999999999780,-0.7272831316604510,0.5249011229438580,0.910768779643085,0.000999999999999446,6,1.0,0.008514164769994300
